,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AutomaticPayment,Churn
2832,0,1,1,0,46,1,1,1,0,0,1,0,1,1,0,1,0,101.0,4680.05,0.0,1
2833,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,69.1,69.1,0.0,1
2834,1,0,0,0,13,1,1,1,0,0,0,0,0,0,0,1,1,75.0,999.45,0.0,1
2835,0,0,1,1,19,1,0,1,0,1,0,1,1,1,1,0,2,100.0,1888.65,1.0,1
2836,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,71.15,71.15,0.0,1
2837,1,0,0,0,24,0,2,2,0,1,1,0,1,1,0,1,3,54.15,1240.25,1.0,1
2838,1,0,1,1,67,1,1,1,1,0,1,1,1,1,2,1,3,108.75,7156.2,1.0,1
2839,1,0,1,0,6,1,0,2,0,0,0,1,0,0,0,1,0,49.15,270.8,0.0,1
2840,0,0,0,1,20,1,0,0,2,2,2,2,2,2,0,1,0,19.4,374.5,0.0,1
2841,1,1,0,0,20,1,1,1,1,0,0,0,0,0,0,1,0,79.15,1520.9,0.0,1
2842,0,1,1,0,46,1,0,1,0,0,0,0,0,1,0,1,0,80.4,3605.2,0.0,1
2843,1,0,1,0,11,1,1,1,0,1,0,0,1,1,0,1,0,102.0,1145.35,0.0,1
2844,1,0,0,0,2,1,0,0,2,2,2,2,2,2,0,0,1,20.65,38.7,0.0,1
2845,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,70.8,70.8,0.0,1
2846,0,0,0,0,16,1,1,1,0,0,0,1,0,1,0,1,3,89.05,1448.6,1.0,1
2847,1,0,0,0,3,1,1,1,0,0,0,0,1,1,0,1,0,96.6,291.9,0.0,1
2848,1,0,1,0,57,1,1,1,0,1,1,0,1,1,0,1,3,104.5,5921.35,1.0,1
2849,1,0,0,0,5,1,1,2,0,0,0,0,0,0,0,1,1,50.6,249.95,0.0,1
2850,0,0,0,1,4,1,0,2,1,0,0,0,0,0,0,0,0,49.35,219.65,0.0,1
2851,0,0,0,0,7,1,0,1,0,1,0,0,1,1,0,1,0,94.25,669.0,0.0,1
2852,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,68.95,68.95,0.0,1
2853,0,1,0,0,2,1,1,1,0,0,0,0,1,1,0,1,0,93.85,196.75,0.0,1
2854,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,1,0,76.05,318.9,0.0,1
2855,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,1,24.45,24.45,0.0,1
2856,0,0,0,0,7,1,1,1,0,0,1,0,1,0,0,1,3,89.35,631.85,1.0,1
2857,0,0,1,0,4,1,0,1,0,0,0,0,1,0,0,1,0,80.35,307.4,0.0,1
2858,1,1,0,0,1,1,0,2,1,0,1,0,0,0,0,1,0,55.8,55.8,0.0,1
2859,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,79.05,79.05,0.0,1
2860,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,95.0,95.0,0.0,1
2861,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,25.2,25.2,0.0,1
2862,0,1,0,0,41,1,1,1,0,0,1,0,1,1,0,1,0,98.4,4187.75,0.0,1
2863,0,1,1,1,66,1,1,2,1,1,1,1,1,0,2,0,3,79.4,5154.6,1.0,1
2864,0,1,0,0,35,1,1,1,0,0,1,0,1,1,0,1,0,101.4,3496.3,0.0,1
2865,0,1,1,0,10,1,1,1,0,0,1,0,0,1,0,1,0,89.8,914.3,0.0,1
2866,0,0,1,0,54,1,0,1,1,1,1,1,1,1,2,0,2,109.75,6110.2,1.0,1
2867,0,0,0,0,2,1,0,0,2,2,2,2,2,2,1,0,3,19.3,28.3,1.0,1
2868,1,1,0,0,26,1,0,1,0,0,0,0,1,1,0,1,0,91.25,2351.8,0.0,1
2869,1,0,0,0,15,1,1,2,0,0,0,0,0,0,0,1,0,49.1,679.55,0.0,1
2870,1,0,0,0,31,1,1,2,1,0,1,1,0,0,0,0,3,65.25,1994.3,1.0,1
2871,1,1,0,0,18,1,1,1,0,1,0,1,0,0,0,1,0,85.45,1505.85,0.0,1
2872,0,0,1,0,61,1,1,1,0,1,0,1,1,0,2,1,0,94.1,5638.3,0.0,1
2873,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,71.65,71.65,0.0,1
2874,0,0,1,0,24,1,1,1,0,1,1,0,1,1,0,1,0,104.65,2542.45,0.0,1
2875,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,74.25,210.3,0.0,1
2876,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,74.2,74.2,0.0,1
2877,0,1,1,0,43,1,1,1,0,1,0,0,1,1,0,1,0,101.0,4388.4,0.0,1
2878,0,0,1,0,4,1,1,1,0,1,0,0,1,1,0,1,0,100.2,420.2,0.0,1
2879,0,1,1,0,25,1,1,1,1,0,0,0,0,1,1,1,0,89.05,2177.45,0.0,1
2880,1,0,1,1,57,1,0,2,1,0,0,0,1,1,1,1,2,70.1,3913.3,1.0,1
2881,1,0,0,0,4,1,0,1,0,1,1,1,1,1,1,1,0,105.65,443.9,0.0,1
2882,0,1,1,0,36,1,1,1,0,1,0,0,1,1,0,1,0,96.5,3436.1,0.0,1
2883,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,70.85,70.85,0.0,1
2884,1,0,0,0,35,1,1,2,1,0,1,1,1,1,1,1,3,85.95,3110.1,1.0,1
2885,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,1,0,73.9,280.85,0.0,1
2886,1,0,1,0,58,1,1,1,1,1,1,0,1,1,2,1,2,109.45,6144.55,1.0,1
2887,1,0,0,0,30,1,1,1,0,1,0,0,1,1,0,1,0,100.2,2983.8,0.0,1
2888,1,0,1,1,21,1,0,1,0,1,0,0,0,0,0,1,2,74.05,1565.7,1.0,1
2889,0,0,0,0,3,1,1,1,0,0,1,0,1,1,0,1,2,101.55,298.35,1.0,1
2890,0,1,1,1,41,1,1,1,0,1,1,1,1,1,1,1,0,111.95,4534.9,0.0,1
2891,1,0,1,1,21,0,2,2,1,0,1,0,1,1,1,1,0,55.95,1157.05,0.0,1
2892,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,45.75,45.75,0.0,1
2893,0,0,0,0,11,1,0,1,0,1,0,0,0,0,0,0,0,74.95,815.5,0.0,1
2894,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3,80.15,80.15,1.0,1
2895,1,0,1,0,72,1,1,1,0,1,1,1,1,1,1,1,0,109.25,8109.8,0.0,1
2896,1,0,0,0,3,0,2,2,0,0,0,0,1,0,0,0,3,35.2,108.95,1.0,1
2897,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,78.8,78.8,0.0,1
2898,1,0,0,0,47,1,1,1,0,1,1,0,1,1,0,1,0,106.4,5127.95,0.0,1
2899,0,0,0,0,18,1,0,2,1,0,0,0,0,0,0,0,0,49.4,874.8,0.0,1
2900,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.1,69.1,0.0,1
2901,0,0,1,1,20,1,0,1,0,0,0,0,1,1,0,1,0,90.2,1776.55,0.0,1
2902,1,0,0,0,6,1,1,1,0,0,0,0,1,1,0,1,2,93.55,536.4,1.0,1
2903,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,80.85,80.85,0.0,1
2904,1,0,1,1,48,1,1,1,0,0,0,0,0,1,1,1,1,82.05,4029.95,0.0,1
2905,0,0,1,0,3,1,0,0,2,2,2,2,2,2,0,1,3,20.55,51.15,1.0,1
2906,1,1,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,78.55,149.55,0.0,1
2907,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,78.65,78.65,0.0,1
2908,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,42.9,42.9,0.0,1
2909,1,0,0,0,3,0,2,2,1,0,0,1,0,0,0,0,1,34.25,139.35,0.0,1
2910,1,0,0,0,9,0,2,2,1,0,1,1,1,1,0,0,1,58.5,539.85,0.0,1
2911,0,1,0,0,49,1,1,1,0,0,0,0,1,1,0,1,0,96.2,4718.25,0.0,1
2912,1,1,0,0,6,1,0,1,0,0,1,0,0,0,0,0,0,74.4,434.1,0.0,1
2913,1,0,1,0,6,1,1,1,0,1,1,0,1,1,0,1,0,105.3,545.2,0.0,1
2914,0,0,1,0,16,1,1,1,0,0,0,0,0,0,0,1,2,73.85,1284.2,1.0,1
2915,1,1,1,0,7,1,1,1,0,0,0,0,0,1,0,1,0,84.55,646.85,0.0,1
2916,1,0,0,0,25,1,1,0,2,2,2,2,2,2,2,0,3,24.75,692.1,1.0,1
2917,1,1,0,0,20,1,1,1,0,0,0,0,0,1,0,1,3,85.8,1727.5,1.0,1
2918,1,0,0,0,4,0,2,2,0,0,0,0,0,0,0,1,0,24.45,86.6,0.0,1
2919,0,0,0,0,28,1,1,1,0,1,1,0,1,1,0,1,0,105.7,2979.5,0.0,1
2920,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,24.25,24.25,0.0,1
2921,1,0,0,0,11,1,1,1,0,0,0,0,0,0,0,1,0,76.5,837.95,0.0,1
2922,1,0,0,0,4,1,1,1,0,1,0,1,0,1,0,1,0,93.5,362.2,0.0,1
2923,1,1,1,0,54,1,1,1,0,1,0,0,1,1,1,1,3,101.5,5373.1,1.0,1
2924,0,0,0,1,28,1,0,1,1,0,0,0,0,0,0,1,2,74.9,2068.55,1.0,1
2925,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,69.6,131.65,0.0,1
2926,0,0,0,0,1,1,1,0,2,2,2,2,2,2,0,1,1,24.05,24.05,0.0,1
2927,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,50.55,50.55,0.0,1
2928,0,0,0,0,14,1,1,1,0,1,0,0,1,1,0,1,0,100.55,1415.55,0.0,1
2929,1,0,1,1,1,1,0,0,2,2,2,2,2,2,0,1,1,20.5,20.5,0.0,1
2930,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,1,2,74.8,321.9,1.0,1
2931,1,0,1,0,20,0,2,2,0,0,0,0,0,0,0,1,0,24.45,482.8,0.0,1
2932,1,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,3,71.0,914.0,1.0,1
2933,1,1,0,0,30,0,2,2,0,0,1,0,1,0,0,1,0,40.3,1172.95,0.0,1
2934,1,0,0,0,3,0,2,2,0,1,0,0,1,1,0,1,0,50.6,155.35,0.0,1
2935,1,0,1,1,40,1,1,1,0,0,1,1,0,0,0,1,0,84.85,3303.05,0.0,1
2936,1,0,1,1,2,1,0,2,0,0,0,0,1,1,0,0,1,65.7,134.35,0.0,1
2937,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,70.5,70.5,0.0,1
2938,1,0,0,0,10,1,1,1,0,1,1,0,0,1,0,1,0,94.85,953.45,0.0,1
2939,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,19.75,19.75,0.0,1
2940,0,0,1,1,14,1,0,2,1,1,0,0,1,0,0,1,0,65.45,937.6,0.0,1
2941,0,1,1,0,58,1,1,1,0,0,1,0,1,1,0,1,0,98.7,5812.6,0.0,1
2942,0,0,1,1,22,1,0,2,1,0,1,1,1,0,1,1,2,67.5,1544.05,1.0,1
2943,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,69.6,69.6,0.0,1
2944,0,0,1,0,49,1,1,2,1,0,1,1,1,1,1,0,0,84.35,4059.35,0.0,1
2945,1,1,1,0,68,1,1,1,0,1,0,0,1,1,0,1,0,100.2,6851.65,0.0,1
2946,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,78.05,78.05,0.0,1
2947,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,73.6,520.0,0.0,1
2948,1,0,0,0,9,1,1,1,0,0,0,0,0,0,0,1,0,74.75,706.6,0.0,1
2949,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,1,1,20.2,20.2,0.0,1
2950,1,1,1,0,24,1,1,1,0,0,0,0,1,1,0,1,0,93.55,2264.05,0.0,1
2951,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1,0,25.05,56.35,0.0,1
2952,0,1,1,0,27,1,1,1,0,1,1,0,0,1,0,1,0,95.55,2510.2,0.0,1
2953,0,0,0,0,57,0,2,2,0,1,0,0,1,0,0,1,0,39.3,2111.45,0.0,1
2954,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,1,1,20.25,20.25,0.0,1
2955,1,0,0,0,13,0,2,2,0,0,0,0,0,0,0,1,0,23.9,300.8,0.0,1
2956,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,85.45,85.45,0.0,1
2957,1,0,0,0,63,1,1,1,0,1,0,0,1,1,1,0,2,99.9,6137.0,1.0,1
2958,0,0,0,0,25,1,1,1,0,0,0,0,0,1,0,1,0,84.8,2043.45,0.0,1
2959,0,0,1,0,35,1,1,1,0,0,0,0,0,0,0,1,0,75.2,2576.2,0.0,1
2960,0,0,1,0,71,0,2,2,0,1,0,0,1,1,2,0,0,49.35,3515.25,0.0,1
2961,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,1,0,74.9,469.8,0.0,1
2962,1,0,0,0,15,1,0,1,0,1,1,0,1,1,0,1,0,101.25,1457.25,0.0,1
2963,0,0,0,0,9,1,0,0,2,2,2,2,2,2,0,1,1,18.95,185.6,0.0,1
2964,1,0,0,0,37,0,2,2,0,0,0,1,0,0,0,0,3,28.6,973.55,1.0,1
2965,1,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,24.35,41.85,0.0,1
2966,1,1,0,0,29,1,1,1,0,0,0,1,1,1,0,0,0,98.65,2862.75,0.0,1
2967,0,1,1,0,5,1,1,1,0,0,1,0,0,0,0,1,2,79.9,343.95,1.0,1
2968,1,1,0,0,28,1,1,1,0,0,1,1,1,1,0,1,0,103.3,2890.65,0.0,1
2969,1,0,1,0,11,1,1,1,1,0,0,1,1,0,0,1,3,96.2,1222.05,1.0,1
2970,0,0,1,0,55,1,1,1,0,0,1,1,1,1,1,1,0,104.15,5743.05,0.0,1
2971,0,1,0,0,24,1,1,1,0,1,1,0,1,1,0,1,3,102.95,2496.7,1.0,1
2972,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,90.6,90.6,0.0,1
2973,1,0,0,0,6,1,0,2,0,0,0,1,0,0,0,1,2,50.8,288.05,1.0,1
2974,0,0,0,0,4,1,1,1,0,1,0,0,0,1,0,1,0,90.05,368.1,0.0,1
2975,1,0,1,0,3,1,1,1,0,0,0,0,0,0,0,1,0,75.85,256.6,0.0,1
2976,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,68.5,68.5,0.0,1
2977,0,0,0,0,11,1,0,1,1,0,0,0,0,0,0,1,0,73.5,791.75,0.0,1
2978,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,69.95,69.95,0.0,1
2979,0,0,0,0,5,1,0,2,0,0,1,0,1,1,0,1,0,70.05,346.4,0.0,1
2980,0,0,0,0,8,1,1,1,0,1,1,0,1,0,0,1,0,94.0,773.65,0.0,1
2981,1,0,1,1,22,1,0,2,1,1,1,0,0,0,0,0,1,61.15,1422.05,0.0,1
2982,0,0,1,0,29,1,1,1,1,1,0,0,0,0,0,1,0,84.45,2467.1,0.0,1
2983,0,0,1,0,13,1,1,2,0,0,1,0,1,1,1,1,1,75.3,989.45,0.0,1
2984,1,1,1,0,43,1,1,1,1,0,1,1,1,1,1,1,1,109.55,4830.25,0.0,1
2985,1,0,0,0,3,1,0,0,2,2,2,2,2,2,0,1,1,19.6,59.75,0.0,1
2986,0,1,0,0,2,1,0,2,1,0,1,0,1,0,0,0,2,66.4,94.55,1.0,1
2987,0,1,1,0,66,1,1,1,0,0,0,1,1,1,0,1,3,100.05,6871.9,1.0,1
2988,0,0,0,0,62,1,1,1,1,1,0,1,0,1,1,0,0,102.0,6529.25,0.0,1
2989,0,0,1,0,17,1,1,1,1,1,1,0,0,0,0,0,3,90.2,1454.15,1.0,1
2990,0,0,1,0,56,1,1,0,2,2,2,2,2,2,2,1,3,25.15,1327.15,1.0,1
2991,1,0,0,0,31,1,1,1,0,0,0,1,0,0,0,1,3,79.85,2404.15,1.0,1
2992,1,0,0,0,2,1,0,2,0,1,0,0,0,0,0,1,1,49.6,114.7,0.0,1
2993,1,1,1,0,66,1,1,1,0,0,1,1,1,1,1,1,3,105.95,6975.25,1.0,1
2994,0,0,0,1,3,1,1,1,0,0,1,0,0,1,0,0,0,91.85,257.05,0.0,1
2995,1,0,1,1,1,0,2,2,0,0,0,1,1,0,0,0,0,40.1,40.1,0.0,1
2996,1,1,0,0,31,1,1,1,0,0,0,0,0,0,0,1,0,73.9,2217.15,0.0,1
2997,1,0,0,0,14,1,0,1,0,0,0,0,1,1,0,1,1,89.8,1129.1,0.0,1
2998,1,0,1,1,35,1,1,2,1,0,1,1,1,0,0,0,0,72.25,2568.55,0.0,1
2999,1,1,0,0,37,1,1,1,0,0,0,0,1,1,0,1,0,96.55,3580.3,0.0,1
3000,1,0,0,0,7,0,2,2,0,1,0,0,0,1,0,1,3,40.1,293.3,1.0,1
3001,0,1,0,0,24,1,1,1,0,1,0,0,1,1,0,1,0,101.25,2440.15,0.0,1
3002,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,79.55,79.55,0.0,1
3003,1,0,0,0,32,1,1,1,0,0,0,0,1,0,1,0,0,84.05,2781.85,0.0,1
3004,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,89.1,89.1,0.0,1
3005,1,0,1,1,17,1,1,1,1,0,1,0,1,0,0,0,0,94.4,1607.2,0.0,1
3006,0,0,0,0,19,1,0,1,0,1,1,0,0,0,0,1,0,78.25,1490.95,0.0,1
3007,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,44.15,92.65,0.0,1
3008,1,1,0,0,8,1,1,1,0,0,0,0,0,0,0,1,0,75.75,606.25,0.0,1
3009,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,1,1,19.1,19.1,0.0,1
3010,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,80.3,80.3,0.0,1
3011,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,74.9,74.9,0.0,1
3012,1,1,0,0,9,1,0,1,0,0,0,0,1,0,0,1,0,80.85,751.65,0.0,1
3013,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,24.75,66.95,0.0,1
3014,1,1,0,0,49,1,1,1,0,0,1,0,0,1,0,1,3,90.85,4515.85,1.0,1
3015,1,0,1,0,2,1,0,1,0,1,1,0,0,0,0,0,2,79.7,165.0,1.0,1
3016,0,0,1,1,55,1,0,2,1,1,0,1,0,0,2,0,2,57.55,3046.4,1.0,1
3017,1,0,1,0,21,1,1,1,0,0,0,0,0,1,0,1,0,86.5,1808.7,0.0,1
3018,1,0,1,1,69,1,1,1,0,1,1,0,1,1,0,1,0,103.95,7446.9,0.0,1
3019,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,25.1,25.1,0.0,1
3020,0,0,0,0,39,0,2,2,1,1,0,1,1,0,0,1,3,48.95,1880.85,1.0,1
3021,0,0,1,1,6,1,0,1,0,1,0,0,0,1,0,1,3,83.55,477.55,1.0,1
3022,1,1,0,0,17,1,0,1,0,1,1,0,1,0,0,1,0,89.15,1496.9,0.0,1
3023,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,70.45,70.45,0.0,1
3024,0,0,1,0,58,1,0,2,1,1,1,0,0,0,1,0,3,60.3,3563.8,1.0,1
3025,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,24.75,24.75,0.0,1
3026,0,0,1,1,19,1,1,1,0,0,1,1,1,1,0,0,0,103.3,2012.7,0.0,1
3027,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0,78.5,242.05,0.0,1
3028,1,0,0,0,3,1,0,0,2,2,2,2,2,2,0,0,1,19.85,63.75,0.0,1
3029,0,1,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0,79.9,260.9,0.0,1
3030,1,1,0,0,30,1,1,1,0,1,0,0,1,1,0,1,0,99.7,2967.35,0.0,1
3031,0,0,0,0,15,1,1,2,0,1,0,1,0,0,0,1,3,58.6,939.7,1.0,1
3032,0,0,1,0,10,1,1,1,0,0,1,0,1,1,0,1,0,98.5,1037.75,0.0,1
3033,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,1,50.45,50.45,0.0,1
3034,0,0,1,1,38,1,1,1,0,1,1,0,1,0,0,1,0,94.65,3624.3,0.0,1
3035,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,3,100.25,100.25,1.0,1
3036,1,0,0,0,16,1,1,1,0,0,1,0,0,1,0,1,0,88.45,1422.1,0.0,1
3037,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,69.85,69.85,0.0,1
3038,0,0,0,0,12,1,0,1,1,0,1,0,0,0,0,0,2,81.7,858.6,1.0,1
3039,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,1,0,79.9,324.3,0.0,1
3040,1,0,0,0,15,1,1,0,2,2,2,2,2,2,0,1,3,25.4,399.6,1.0,1
3041,0,1,1,0,41,1,1,1,1,0,1,0,0,0,0,1,2,83.75,3273.55,1.0,1
3042,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,20.9,20.9,0.0,1
3043,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,69.4,69.4,0.0,1
3044,1,0,0,0,7,1,1,1,0,0,0,0,0,0,0,1,0,74.9,541.15,0.0,1
3045,1,1,1,0,42,1,0,1,1,0,0,0,0,0,0,1,3,74.15,3229.4,1.0,1
3046,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,70.1,70.1,0.0,1
3047,1,0,0,1,12,1,1,1,1,0,0,0,0,0,0,1,0,78.3,909.25,0.0,1
3048,0,0,0,0,55,1,1,1,0,0,0,0,1,1,0,1,0,96.8,5283.95,0.0,1
3049,1,0,0,0,17,1,1,1,1,1,0,0,1,0,0,1,0,94.4,1617.5,0.0,1
3050,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,84.3,84.3,0.0,1
3051,1,1,1,1,72,1,1,2,1,1,1,1,1,1,2,0,3,92.45,6440.25,1.0,1
3052,1,1,1,0,11,1,1,1,0,0,1,0,1,1,0,1,0,99.55,1131.2,0.0,1
3053,0,1,0,0,8,1,1,1,0,0,1,0,0,0,0,1,0,81.25,585.95,0.0,1
3054,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,2,19.95,19.95,1.0,1
3055,0,0,1,0,23,1,1,1,1,1,1,0,1,0,0,1,0,99.25,2186.4,0.0,1
3056,1,0,0,0,39,1,0,1,0,0,1,1,0,0,2,1,0,80.45,3201.55,0.0,1
3057,0,0,1,1,9,1,1,1,0,0,1,0,0,0,0,1,2,79.35,661.25,1.0,1
3058,1,0,0,0,15,1,1,1,0,1,0,0,0,0,0,1,0,79.75,1111.85,0.0,1
3059,1,0,1,1,30,1,1,1,0,0,1,0,1,1,0,1,0,100.05,3046.15,0.0,1
3060,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,69.35,69.35,0.0,1
3061,1,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,85.8,272.2,0.0,1
3062,0,0,1,1,67,1,1,2,1,0,1,0,1,1,2,1,0,79.7,5293.4,0.0,1
3063,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,50.55,50.55,0.0,1
3064,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,80.55,80.55,0.0,1
3065,1,0,1,1,12,1,1,1,0,1,1,0,0,0,0,1,0,84.5,916.9,0.0,1
3066,1,0,0,0,22,1,0,1,0,1,0,0,0,1,0,1,1,84.3,1855.65,0.0,1
3067,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,67.75,116.65,0.0,1
3068,1,1,0,0,27,1,1,1,0,0,0,0,0,1,0,1,0,85.25,2287.25,0.0,1
3069,1,0,0,0,10,1,1,1,0,1,0,0,0,0,0,1,2,80.05,830.7,1.0,1
3070,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,20.0,20.0,0.0,1
3071,1,0,0,0,22,1,0,2,1,0,0,0,0,0,0,1,3,48.8,1054.6,1.0,1
3072,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,85.05,85.05,0.0,1
3073,1,0,1,1,21,1,0,1,0,1,1,1,1,1,0,1,0,102.8,2110.15,0.0,1
3074,1,0,0,0,6,1,0,1,0,0,1,1,1,1,0,1,1,99.95,547.65,0.0,1
3075,0,0,1,0,72,1,1,1,1,1,1,1,1,1,1,1,2,117.8,8684.8,1.0,1
3076,1,1,0,0,54,1,1,1,0,1,0,0,0,0,0,1,0,79.5,4370.25,0.0,1
3077,0,0,1,0,3,1,1,1,0,0,0,1,0,0,0,1,2,79.65,251.75,1.0,1
3078,0,0,0,0,8,1,0,1,0,0,1,0,1,1,0,1,0,94.7,740.3,0.0,1
3079,0,0,0,0,5,1,1,1,0,0,1,0,1,0,0,1,0,92.5,452.7,0.0,1
3080,1,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,1,19.45,19.45,0.0,1
3081,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,75.55,166.3,0.0,1
3082,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,70.0,70.0,0.0,1
3083,0,0,1,1,65,1,0,2,1,0,0,1,1,1,2,1,2,74.8,4820.15,1.0,1
3084,1,0,1,0,33,1,1,1,0,1,1,0,1,1,0,1,0,104.4,3409.6,0.0,1
3085,1,0,0,0,15,1,0,1,1,0,0,0,1,0,0,0,0,86.2,1270.2,0.0,1
3086,1,0,1,1,30,0,2,2,0,0,0,1,1,1,0,0,3,51.2,1561.5,1.0,1
3087,1,0,0,0,2,1,0,0,2,2,2,2,2,2,0,0,1,19.5,31.55,0.0,1
3088,1,1,0,0,4,1,1,1,0,0,0,0,0,0,0,1,0,74.9,321.75,0.0,1
3089,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,74.9,147.15,1.0,1
3090,1,0,0,0,25,1,1,1,0,1,0,0,1,1,0,1,0,100.25,2387.75,0.0,1
3091,1,1,0,0,25,1,1,1,1,1,0,0,1,1,0,1,1,102.8,2660.2,0.0,1
3092,0,0,0,0,43,1,1,1,0,0,0,1,1,1,1,1,0,100.0,4211.55,0.0,1
3093,0,0,1,0,10,1,0,1,0,1,0,1,1,1,0,1,0,99.85,990.9,0.0,1
3094,1,0,0,1,2,1,1,1,0,0,0,0,1,1,0,1,2,94.2,193.8,1.0,1
3095,0,1,0,0,9,1,1,1,0,0,0,0,0,1,0,1,0,83.85,790.15,0.0,1
3096,1,1,0,0,27,1,1,1,0,0,1,0,0,1,0,0,3,88.3,2467.75,1.0,1
3097,0,0,0,0,69,1,0,1,0,1,1,1,1,1,1,1,2,104.05,7262.0,1.0,1
3098,0,0,1,0,22,1,0,1,0,0,1,0,1,1,0,1,3,94.7,1914.9,1.0,1
3099,1,1,1,0,56,1,1,1,0,0,1,0,1,1,0,1,2,100.65,5688.05,1.0,1
3100,1,1,1,0,66,1,1,2,0,1,1,0,1,1,2,1,2,80.55,5265.1,1.0,1
